id,title,comments,journal-ref,doi,report-no,categories,license,abstract,authors_parsed,pages
0704.1853,"Dissipation of Magnetic Flux in Primordial Star Formation: From Run-away
  Phase to Mass Accretion Phase","12 pages, 7 figures, PASJ accepted",,10.1093/pasj/59.4.787,,['astro-ph'],,"  We investigate the dissipation of magnetic flux in primordial star-forming
clouds throughout their collapse including the run-away collapse phase as well
as the accretion phase. We solve the energy equation and the non-equilibrium
chemical reactions in the collapsing gas, in order to obtain the radial
distribution of the ionized fraction during the collapse. As a result, we find
the ionized fraction is high enough for the magnetic field to couple with the
gas throughout the evolution of the cloud. This result suggests that the jet
formation from protostars as well as the activation of magneto-rotational
instability in the accretion disk are enabled in the presence of the
cosmological seed magnetic flux proposed by Langer et al.(2003).
","[['Maki', 'Hideki', ''], ['Susa', 'Hajime', '']]",12.0
0704.1854,Teaching for transfer,"3 pages, 3 figures, ConTeXt, GPL free-software license; from a
  workshop on curriculum integration at MIT (2006-09-25)",,,,['physics.ed-ph'],,"  Students, after they leave our care, are called to solve the diverse problems
of the world, so we should teach to increase transfer: the ability to apply
fundamental principles to new problems and contexts. This ability is rare. The
following pages are from a workshop for faculty on designing courses that
promote transfer. I discuss two design principles: to name the transferable
ideas and to illustrate them with examples from diverse subjects. The
discussion uses dimensional reasoning as the example of a valuable transferable
idea, illustrating it with three diverse examples.
","[['Mahajan', 'Sanjoy', '']]",3.0
0704.1855,Variations of the Hidden Sector in a Realistic Intersecting Brane Model,"RevTex4, 15 pages, 10 tables","J.Phys.G35:095008,2008",10.1088/0954-3899/35/9/095008,"ACT-02-07, MIFP-07-11",['hep-th'],,"  Recently, we discussed the first example of a phenomenologically realistic
intersecting D6-brane model. In this model, the gauge symmetry in the hidden
sector is USp(2)_1 x USp(2)_2 x USp(2)_3 x USp(2)_4. However, we find that the
USp(2)_1 x USp(2)_2 gauge symmetry can be replaced by an U(2)_{12} gauge
symmetry, and/or the USp(2)_3 x USp(2)_4 gauge symmetry can be replaced by an
U(2)_{34} gauge symmetry since the USp(2)^2 stacks of D6-branes contribute to
the same Ramond-Ramond tadpoles as those of the U(2) stacks. Thus, there are
three non-equivalent variations of the hidden sector, and the corresponding
gauge symmetries are U(2)_{12} x USp(2)_3 x USp(2)_4, U(2)_{34} x USp(2)_1 x
USp(2)_2, and U(2)_{12} x U(2)_{34}, respectively. Moreover, we study the
hidden sector gauge symmetry breaking, discuss how to decouple the additional
exotic particles, and briefly comment on the phenomenological consequences.
","[['Chen', 'Ching-Ming', ''], ['Li', 'Tianjun', ''], ['Mayes', 'V. E.', ''], ['Nanopoulos', 'Dimitri V.', '']]",15.0
0704.1856,Axial Vector Tetraquark with Two s-quarks,"prepared for Yukawa International Seminars ""New Frontiers in QCD""
  (YKIS2006), Nov. 20-Dec. 8, 2006, Kyoto, Japan, to appear in Prog. Theor.
  Phys. Suppl","Prog.Theor.Phys.Suppl.168:194-197,2007",10.1143/PTPS.168.194,,['nucl-th'],,"  Possibility of an axial vector isoscalar tetraquark $ud\bar{s}\bar{s}$ is
discussed. If a $f_1$ meson in the mass region $1.4-1.5$ GeV consists of four
quarks $ns\bar{n}\bar{s}$, the mass of the isoscalar
$ud\bar{s}\bar{s}$($\vartheta^+$-meson) state with $J^P=1^+$ is expected to be
lower than that of the $f_1$ meson. Within a flux-tube quark model, a possible
resonant state of $ud\bar{s}\bar{s}(J^{P}=1^{+})$ is suggested to appear at
$\sim$ 1.4 GeV with the width ${\cal{O}}(20\sim 50)$ MeV. We propose that the
$\vartheta^+$-meson is the good candidate for the tetraquark search, which
would be observed in the $K^+K^+\pi^-$ decay channel.
","[[""Kanada-En'yo"", 'Yoshiko', ''], ['Morimatsu', 'Osamu', ''], ['Nishikawa', 'Tetsuo', '']]",
0704.1857,What is the order of 2D polymer escape transition?,"16 pages, 21 figures, and 4 tables. Edited for typos","Phys. Rev. E 76, 021108 (2007)",10.1103/PhysRevE.76.021108,,"['cond-mat.stat-mech', 'cond-mat.soft']",,"  An end-grafted flexible polymer chain in 3d space between two pistons
undergoes an abrupt transition from a confined coil to a flower-like
conformation when the number of monomers in the chain, N, reaches a critical
value. In 2d geometry, excluded volume interactions between monomers of a chain
confined inside a strip of finite length 2L transform the coil conformation
into a linear string of blobs. However, the blob picture raises questions on
the nature of this escape transition. To check the theoretical predictions
based on the blob picture we study 2d single polymer chains with excluded
volume interactions and with one end grafted in the middle of a strip of length
  2L and width H by simulating self-avoiding walks on a square lattice with the
pruned-enriched-Rosenbluth method (PERM). We estimate the free energy, the
end-to-end distance, the number of imprisoned monomers, the order parameter,
and its distribution. It is shown that in the thermodynamic limit of large N
and L but finite L/N, there is a small but finite jump in several average
characteristics, including the order parameter. We also present a theoretical
description based on the Landau free energy approach, which is in good
agreement with the simulation results. Both simulation results and the
analytical theory indicate that the 2d escape transition is a weak first-order
phase transition.
","[['Hsu', 'Hsiao-Ping', ''], ['Binder', 'Kurt', ''], ['Klushin', 'Leonid I.', ''], ['Skvortsov', 'Alexander M.', '']]",16.0
0704.1858,Detecting the Most Distant (z>7) Objects with ALMA,"to appear in Astrophysics and Space Science, ""Science with ALMA: a
  new era for Astrophysics"", ed. R. Bachiller","Astrophys.Space Sci.313:313-316,2008",10.1007/s10509-007-9634-1,,['astro-ph'],,"  Detecting and studying objects at the highest redshifts, out to the end of
Cosmic Reionization at z>7, is clearly a key science goal of ALMA. ALMA will in
principle be able to detect objects in this redshift range both from high-J
(J>7) CO transitions and emission from ionized carbon, [CII], which is one of
the main cooling lines of the ISM. ALMA will even be able to resolve this
emission for individual targets, which will be one of the few ways to determine
dynamical masses for systems in the Epoch of Reionization. We discuss some of
the current problems regarding the detection and characterization of objects at
high redshifts and how ALMA will eliminate most (but not all) of them.
","[['Walter', 'Fabian', ''], ['Carilli', 'Chris', '']]",
0704.1859,Weak type radial convolution operators on free group,,,,,['math.FA'],,"  Radial convolution operators on free groups with nonnegative kernel of weak
type $(2,2)$ and of restricted weak type $(2,2)$ are characterized. Estimates
of weak type $(p,p)$ are obtained as well for $1<p<2.$
","[['Pytlik', 'T.', ''], ['Szwarc', 'R.', '']]",
0704.1860,"How Mergers May Affect The Mass Scaling Relations Between Black Holes,
  Galaxies, and Other Gravitationally Bound Systems","10 pages, 8 figures, ApJ in press, includes ApJ corrections",,10.1086/522774,,['astro-ph'],,"  Supermassive black hole (BH) masses (MBH) are strongly correlated with galaxy
stellar bulge masses (Mbulge) and there are several ideas to explain the origin
of this relationship. This study isolates the role of galaxy mergers from
considerations of other detailed physics to more clearly show how a linear
BH-galaxy mass relation (MBH-Mgal) can naturally emerge regardless of how
primordial BHs were seeded inside galaxies, if the galaxy mass function
declines with increasing mass. Under this circumstance, the MBH-Mgal relation
is a passive attractor that eventually converges to a tight linear relation
because of two basic statistical effects: a central limit-like tendency for
galaxy mergers which is much stronger for major mergers than minor mergers, and
a convergence toward a linear relation that is due mainly to minor mergers. A
curious consequence of this thought experiment is that, if galaxy bulges are
formed by major mergers, then merging statistics naturally show that MBH would
correlate more strongly with bulge dominated galaxies, because of stronger
central-seeking tendencies, than with disk dominated galaxies. Even if some
other physics is ultimately responsible for causing a linear MBH-Mbulge
relationship, this thought experiment shows that, counter to intuition, random
merging of galaxies that harbor random BH masses tends to strengthen rather
than weaken a pre-existing, linear, correlation. This idea may be generalized
to other gravitationally bound systems (dark matter halo, compact nuclear
objects) that retain their physical identities after experiencing mergers.
","[['Peng', 'Chien Y.', '', 'STScI']]",10.0
0704.1861,"Analycity and smoothing effect for the coupled system of equations of
  Korteweg - de Vries type with a single point singularity",,"Acta Applicandae Mathematicae. vol 113, 1 (2011)",10.1007/s10440-010-9586-2,,['math.AP'],,"  We study that a solution of the initial value problem associated for the
coupled system of equations of Korteweg - de Vries type which appears as a
model to describe the strong interaction of weakly nonlinear long waves, has
analyticity in time and smoothing effect up to real analyticity if the initial
data only has a single point singularity at $x=0.$
","[['Sepulveda', 'Mauricio', '', 'GI2MA'], ['Vera', 'Octavio', '']]",
0704.1862,"Smoothing properties for the higher order nonlinear Schr\""{o}dinger
  equation with constant coefficients",,"Nonlinear Analysis, TMA, Vol 71 (2009) 948-966",10.1016/j.na.2008.11.010,,['math.AP'],,"  We study local and global existence and smoothing properties for the initial
value problem associated to a higher order nonlinear Schr\""odinger equation
with constant coefficients which appears as a model for propagation of pulse in
optical fiber.
","[['Sepulveda', 'Mauricio', '', 'GI2MA'], ['Vera', 'Octavio', '']]",
0704.1863,Double spin asymmetry in exclusive rho^0 muoproduction at COMPASS,"6 Figures, 15 pages, version 2 with updated author list, technical
  latex problem fixed","Eur.Phys.J.C52:255-265,2007",10.1140/epjc/s10052-007-0376-6,CERN-PH-EP_2007-009,['hep-ex'],,"  The longitudinal double spin asymmetry A_1^rho for exclusive leptoproduction
of rho^0 mesons, mu + N -> mu + N + rho, is studied using the COMPASS 2002 and
2003 data. The measured reaction is incoherent exclusive rho^0 production on
polarised deuterons. The Q^2 and x dependence of A_1^rho is presented in a wide
kinematical range: 3x10^-3 < Q^2 < 7 (GeV/c)^2 and 5x10^-5 < x < 0.05. The
presented results are the first measurements of A_1^rho at small Q2 (Q2 < 0.1
(GeV/c)^2) and small x (x < 3x10^-3). The asymmetry is in general compatible
with zero in the whole kinematical range.
","[['COMPASS Collaboration', '', ''], ['Alekseev', 'M.', '']]",15.0
0704.1864,High purity bright single photon source,"9 pages, 4 figures; minor changes, added reference","Opt. Express 15, 7940-7949 (2007)",10.1364/OE.15.007940,,['quant-ph'],,"  Using cavity-enhanced non-degenerate parametric downconversion, we have built
a frequency tunable source of heralded single photons with a narrow bandwidth
of 8 MHz, making it compatible with atomic quantum memories. The photon state
is 70% pure single photon as characterized by a tomographic measurement and
reconstruction of the quantum state, revealing a clearly negative Wigner
function. Furthermore, it has a spectral brightness of ~1,500 photons/s per MHz
bandwidth, making it one of the brightest single photon sources available. We
also investigate the correlation function of the down-converted fields using a
combination of two very distinct detection methods; photon counting and
homodyne measurement.
","[['Neergaard-Nielsen', 'J. S.', ''], ['Nielsen', 'B. Melholt', ''], ['Takahashi', 'H.', ''], ['Vistnes', 'A. I.', ''], ['Polzik', 'E. S.', '']]",9.0
0704.1865,On $L^{1}$-Convergence of Fourier Series Under $MVBV$ Condition,"13 Pages, Accepted by Canad. Math. Bull",,,,['math.CA'],,"  Let $f\in L_{2\pi}$ be a real-valued even function with its Fourier series $
\frac{a_{0}}{2}+\sum_{n=1}^{\infty}a_{n}\cos nx,$ and let $S_{n}(f,x), n\geq
1,$ be the $n$-th partial sum of the Fourier series. It is well-known that if
the nonnegative sequence $\{a_{n}\}$ is decreasing and $\lim\limits_{n\to
\infty}a_{n}=0$, then $$ \lim\limits_{n\to \infty}\Vert f-S_{n}(f)\Vert_{L}=0
{if and only if} \lim\limits_{n\to \infty}a_{n}\log n=0. $$ We weaken the
monotone condition in this classical result to the so-called mean value bounded
variation ($MVBV$) condition. The generalization of the above classical result
in real-valued function space is presented as a special case of the main result
in this paper which gives the $L^{1}$% -convergence of a function $f\in
L_{2\pi}$ in complex space. We also give results on $L^{1}$-approximation of a
function $f\in L_{2\pi}$ under the $% MVBV$ condition.
","[['Yu', 'Dan Sheng', ''], ['Zhou', 'Ping', ''], ['Zhou', 'Song Ping', '']]",
0704.1866,"On global solution to the Klein-Gordon-Hartree equation below energy
  space",31 pages,"J. Differential Equations, 250 (2011) 3418-3447",10.1016/j.jde.2010.12.010,,"['math.AP', 'math-ph', 'math.MP']",http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, we consider the Cauchy problem for Klein-Gordon equation with
a cubic convolution nonlinearity in $\R^3$. By making use of Bourgain's method
in conjunction with a precise Strichartz estimate of S.Klainerman and D.Tataru,
we establish the $H^s (s<1)$ global well-posedness of the Cauchy problem for
the cubic convolution defocusing Klein-Gordon-Hartree equation. Before arriving
at the previously discussed conclusion, we obtain global solution for this
non-scaling equation with small initial data in $H^{s_0}\times H^{s_0-1}$ where
$s_0=\frac\gamma 6$ but not $\frac\gamma2-1$, for this equation that we
consider is a subconformal equation in some sense. In doing so a number of
nonlinear prior estimates are already established by using Bony's
decomposition, flexibility of Klein-Gordon admissible pairs which are slightly
different from that of wave equation and a commutator estimate. We establish
this commutator estimate by exploiting cancellation property and utilizing
Coifman and Meyer multilinear multiplier theorem. As far as we know, it seems
that this is the first result on low regularity for this Klein-Gordon-Hartree
equation.
","[['Miao', 'Changxing', ''], ['Zhang', 'Junyong', '']]",31.0
0704.1867,"Parameter estimation for power-law distributions by maximum likelihood
  methods","Supplementary software:
  http://www.physics.ox.ac.uk/users/bauke/Publications/index.html#powerlaws","The European Physical Journal B, vol. 58, no. 2, pp. 167-173
  (2007)",10.1140/epjb/e2007-00219-y,,"['cond-mat.other', 'physics.data-an']",,"  Distributions following a power-law are an ubiquitous phenomenon. Methods for
determining the exponent of a power-law tail by graphical means are often used
in practice but are intrinsically unreliable. Maximum likelihood estimators for
the exponent are a mathematically sound alternative to graphical methods.
","[['Bauke', 'Heiko', '']]",
0704.1868,"The Weil representation and Hecke operators for vector valued modular
  forms",23 pages,,,,['math.NT'],,"  We define Hecke operators on vector valued modular forms transforming with
the Weil representation associated to a discriminant form. We describe the
properties of the corresponding algebra of Hecke operators and study the action
on modular forms.
","[['Bruinier', 'Jan H.', ''], ['Stein', 'Oliver', '']]",23.0
0704.1869,On the energy spectrum of the one-dimensional Klein-Gordon Oscillator,"Latex, 9 Pages, 1 Table, Added Reference",Physica Scripta Phys.Scr 77(2008) 015003 (4pp),,,['quant-ph'],,"  In the present article, we describe a method of introducing the harmonic
potential into the Klein-Gordon equation, leading to genuine bound states. The
eigenfunctions and eigenenergies are worked out explicitly.
","[['Rao', 'Nagalakshmi A', ''], ['Kagali', 'B. A.', '']]",
0704.1870,Band in ARPES caused by photodissociation of Landau-Pekar polarons,"8 pages, 6 figures",,,,"['cond-mat.supr-con', 'cond-mat.other']",,"  We consider decay of phonon condensate into phonons at photodissociation of
the strong coupling large polaron (SCLP), when the charge carrier becomes free.
Expression to calculate the band in ARPES caused by photodissociation of SCLP
is obtained. The band in ARPES caused by photodissociation of strong-coupling
large-radius polarons is a broad band with the shape determined by Poisson
distribution. It can be structured or unstructured depending on the phonon
dispersion since a distance between neighbouring lines comprising the band is
the phonon energy. Half-width of the band is in the interval 1.3 - 1.7Ep,
depending on the phonon energy. The band maximum is situated approximately at
the electron energy Ephot-W-3.2Ep (where Ephot is the photon energy, W is work
function), and its position does not depend on the electron wave vector
direction.
","[['Myasnikova', 'A. E.', ''], ['Myasnikov', 'E. N.', '']]",8.0
0704.1871,"From Global to Local Dynamics: Effects of the Expansion on Astrophysical
  Structures",References added To be published in CQG,"Class.Quant.Grav.24:2677-2688,2007",10.1088/0264-9381/24/10/013,,['gr-qc'],,"  We explore the effects of background cosmology on large scale structures with
non-spherical symmetry by using the concept of quasi-equilibrium which allows
certain internal properties (e.g. angular velocity) of the bodies to change
with time. In accordance with the discovery of the accelerated phase of the
universe we model the cosmological background by two representative models: the
$\Lambda$CDM Model and the Chaplygin Gas Model. We compare the effects of the
two models on various properties of large astrophysical objects. Different
equations of state are also invoked in the investigation.
","[['Balaguera-Antolinez', 'A.', ''], ['Nowakowski', 'M.', '']]",
0704.1872,"Evidence for nonmonotonic magnetic field penetration in a type-I
  superconductor","5 pages, 4 figures, LaTex, corrected typos and figures",,10.1103/PhysRevB.78.012502,,['cond-mat.supr-con'],,"  Polarized neutron reflectometry (PNR) provides evidence that nonlocal
electrodynamics governs the magnetic field penetration in an extreme low-k
superconductor. The sample is an indium film with a large elastic mean free
path (11 mkm) deposited on a silicon oxide wafer. It is shown that PNR can
resolve the difference between the reflected neutron spin asymmetries predicted
by the local and nonlocal theories of superconductivity. The experimental data
support the nonlocal theory, which predicts a nonmonotonic decay of the
magnetic field.
","[['Kozhevnikov', 'V. F.', ''], ['Giuraniuc', 'C. V.', ''], ['Van Bael', 'M. J.', ''], ['Temst', 'K.', ''], ['Van Haesendonck', 'C.', ''], ['Mishonov', 'T. M.', ''], ['Charlton', 'T.', ''], ['Dalgliesh', 'R. M.', ''], ['Khaidukov', 'Yu. N.', ''], ['Nikitenko', 'Yu. V.', ''], ['Aksenov', 'V. L.', ''], ['Gladilin', 'V. N.', ''], ['Fomin', 'V. M.', ''], ['Devreese', 'J. T.', ''], ['Indekeu', 'J. O.', '']]",5.0
0704.1873,An Achievable Rate Region for Interference Channels with Conferencing,"5 pages, 2 figures, accepted by ISIT'07",,,,"['cs.IT', 'math.IT']",,"  In this paper, we propose an achievable rate region for discrete memoryless
interference channels with conferencing at the transmitter side. We employ
superposition block Markov encoding, combined with simultaneous superposition
coding, dirty paper coding, and random binning to obtain the achievable rate
region. We show that, under respective conditions, the proposed achievable
region reduces to Han and Kobayashi achievable region for interference
channels, the capacity region for degraded relay channels, and the capacity
region for the Gaussian vector broadcast channel. Numerical examples for the
Gaussian case are given.
","[['Cao', 'Yi', ''], ['Chen', 'Biao', '']]",5.0
0704.1874,"Electromagnetic Pulse Propagation over Nonuniform Earth Surface:
  Numerical Simulation",,,,,"['math.NA', 'math-ph', 'math.MP']",,"  We simulate EM pulse propagation along the nonuniform earth surface using so
called time-domain parabolic equation. To solve it by finite differences, we
introduce a time-domain analog of the impedance boundary condition and a
nonlocal BC of transparency reducing open computational domain to a strip of
finite width. Numerical examples demonstrate influence of soil conductivity on
the wide-band pulse waveform. For a high-frequency modulated EM pulse, we
develop an asymptotic approach based on the ray structure of the monochromatic
wave field at carrier frequency. This radically diminishes the computation
costs and allows for pulsed wave field calculation in vast domains measured by
tens of thousands wavelengths.
","[['Popov', 'Alexei V.', ''], ['Kopeikin', 'Vladimir V.', '']]",
0704.1875,Simulation of Graphene Nanoribbon Field Effect Transistors,,"IEEE Electron Device Letters, Vol. 28, Issue 8, pp. 760 - 762,
  2007",10.1109/LED.2007.901680,,['cond-mat.mes-hall'],,"  We present an atomistic three-dimensional simulation of graphene nanoribbon
field effect transistors (GNR-FETs), based on the self-consistent solution of
the 3D Poisson and Schroedinger equation with open boundary conditions within
the non-equilibrium Green's Function formalism and a tight-binding hamiltonian.
With respect to carbon nanotube FETs, GNR-FETs exhibit comparable performance,
reduced sensitivity on the variability of channel chirality, and similar
leakage problems due to band-to-band tunneling. Acceptable transistor
performance requires effective nanoribbon width of 1-2 nm, that could be
obtained with periodic etching patterns or stress patterns.
","[['Fiori', 'G.', ''], ['Iannaccone', 'G.', '']]",
0704.1876,Stars and the holographic upper bound on gravitational action,2 pages,,,,['physics.gen-ph'],http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The holographic upper bound on entropy is applied to the gravitational action
associated with the non-relativistic contraction of a nebula. A critical radius
is identified, as a function of the initial radius and mass, for which the
number of bits associated with the action would equal the maximum number of
bits allowed to the body. The gravitational action of a typical star
approximately saturates the holographic bound, perhaps suggesting a physical
link between holographic principles and astrophysical processes.
","[['Funkhouser', 'Scott', '']]",2.0
0704.1877,New versions of Schur-Weyl duality,Preprint from 2003,,,,['math.RT'],,"  After reviewing classical Schur-Weyl duality, we present some other contexts
which enjoy similar features, relating to Brauer algebras and classical groups.
","[['Doty', 'Stephen', '']]",
0704.1878,"Orbital-Free Density Functional Theory: Kinetic Potentials and Ab-Initio
  Local Pseudopotentials",To be published in Phys. Rev. B,,10.1103/PhysRevB.75.205122,,"['cond-mat.str-el', 'cond-mat.mtrl-sci']",,"  In the density functional (DF) theory of Kohn and Sham, the kinetic energy of
the ground state of a system of noninteracting electrons in a general external
field is calculated using a set of orbitals. Orbital free methods attempt to
calculate this directly from the electron density by approximating the
universal but unknown kinetic energy density functional. However simple local
approximations are inaccurate and it has proved very difficult to devise
generally accurate nonlocal approximations. We focus instead on the kinetic
potential, the functional derivative of the kinetic energy DF, which appears in
the Euler equation for the electron density. We argue that the kinetic
potential is more local and more amenable to simple physically motivated
approximations in many relevant cases, and describe two pathways by which the
value of the kinetic energy can be efficiently calculated. We propose two
nonlocal orbital free kinetic potentials that reduce to known exact forms for
both slowly varying and rapidly varying perturbations and also reproduce exact
results for the linear response of the density of the homogeneous system to
small perturbations. A simple and systematic approach for generating accurate
and weak ab-initio local pseudopotentials which produce a smooth slowly varying
valence component of the electron density is proposed for use in orbital free
DF calculations of molecules and solids. The use of these local
pseudopotentials further minimizes the possible errors from the kinetic
potentials. Our theory yields results for the total energies and ionization
energies of atoms, and for the shell structure in the atomic radial density
profiles that are in very good agreement with calculations using the full
Kohn-Sham theory.
","[['Chai', 'Jeng-Da', ''], ['Weeks', 'John D', '']]",
0704.1879,Lower bounds in some power sum problems,9 pages,,,,['math.NT'],,"  We study the power sum problem max_{v=1,...,m} | sum_{k=1}^n z_k^v | and by
using features of Fejer kernels we give new lower bounds in the case of
unimodular complex numbers z_k and m cn^2 for constants c>1.
","[['Andersson', 'Johan', '']]",9.0
0704.1880,Quantum Quenches in Extended Systems,"24 Pages, 4 figures","J.Stat.Mech.0706:P06008,2007",10.1088/1742-5468/2007/06/P06008,,"['cond-mat.stat-mech', 'hep-th']",,"  We study in general the time-evolution of correlation functions in a extended
quantum system after the quench of a parameter in the hamiltonian. We show that
correlation functions in d dimensions can be extracted using methods of
boundary critical phenomena in d+1 dimensions. For d=1 this allows to use the
powerful tools of conformal field theory in the case of critical evolution.
Several results are obtained in generic dimension in the gaussian (mean-field)
approximation. These predictions are checked against the real-time evolution of
some solvable models that allows also to understand which features are valid
beyond the critical evolution.
  All our findings may be explained in terms of a picture generally valid,
whereby quasiparticles, entangled over regions of the order of the correlation
length in the initial state, then propagate with a finite speed through the
system. Furthermore we show that the long-time results can be interpreted in
terms of a generalized Gibbs ensemble. We discuss some open questions and
possible future developments.
","[['Calabrese', 'Pasquale', ''], ['Cardy', 'John', '']]",
0704.1881,Statistical Properties of Many Particle Eigenfunctions,"13 pages, 4 figures",,10.1088/1751-8113/40/31/006,,['quant-ph'],,"  Wavefunction correlations and density matrices for few or many particles are
derived from the properties of semiclassical energy Green functions. Universal
features of fixed energy (microcanonical) random wavefunction correlation
functions appear which reflect the emergence of the canonical ensemble as the
number of particles approaches infinity. This arises through a little known
asymptotic limit of Bessel functions. Constraints due to symmetries,
boundaries, and collisions between particles can be included.
","[['Heller', 'Eric J.', ''], ['Landry', 'Brian R.', '']]",13.0
0704.1882,The power of choice in network growth,"9 pages, 4 figures",,10.1140/epjb/e2007-00310-5,,['cond-mat.stat-mech'],,"  The ""power of choice"" has been shown to radically alter the behavior of a
number of randomized algorithms. Here we explore the effects of choice on
models of tree and network growth. In our models each new node has k randomly
chosen contacts, where k > 1 is a constant. It then attaches to whichever one
of these contacts is most desirable in some sense, such as its distance from
the root or its degree. Even when the new node has just two choices, i.e., when
k=2, the resulting network can be very different from a random graph or tree.
For instance, if the new node attaches to the contact which is closest to the
root of the tree, the distribution of depths changes from Poisson to a
traveling wave solution. If the new node attaches to the contact with the
smallest degree, the degree distribution is closer to uniform than in a random
graph, so that with high probability there are no nodes in the network with
degree greater than O(log log N). Finally, if the new node attaches to the
contact with the largest degree, we find that the degree distribution is a
power law with exponent -1 up to degrees roughly equal to k, with an
exponential cutoff beyond that; thus, in this case, we need k >> 1 to see a
power law over a wide range of degrees.
","[[""D'Souza"", 'Raissa M.', ''], ['Krapivsky', 'Paul L.', ''], ['Moore', 'Cristopher', '']]",9.0
0704.1883,"Terahertz Time-Domain Magnetospectroscopy of a High-Mobility
  Two-Dimensional Electron Gas","4 pages, 3 figures","Optics Letters 32, 13 (2007)",10.1364/OL.32.001845,,"['cond-mat.mes-hall', 'cond-mat.mtrl-sci']",,"  We have observed cyclotron resonance in a high-mobility GaAs/AlGaAs
two-dimensional electron gas by using the techniques of terahertz time-domain
spectroscopy combined with magnetic fields. From this, we calculate the real
and imaginary parts of the diagonal elements of the magnetoconductivity tensor,
which in turn allows us to extract the concentration, effective mass, and
scattering time of the electrons in the sample. We demonstrate the utility of
ultrafast terahertz spectroscopy, which can recover the true linewidth of
cyclotron resonance in a high-mobility ($>{10}^{6} \mathrm{cm^{2} V^{-1}
s^{-1}}$) sample without being affected by the saturation effect.
","[['Wang', 'X.', ''], ['Hilton', 'D. J.', ''], ['Ren', 'L.', ''], ['Mittleman', 'D. M.', ''], ['Kono', 'J.', ''], ['Reno', 'J. L.', '']]",4.0
0704.1884,Coloring ordinals by reals,,,,,['math.LO'],,"  We study combinatorial principles we call Homogeneity Principle HP(\kappa)
and Injectivity Principle IP(\kappa,\lambda) for regular \kappa>\aleph_1 and
\lambda\leq\kappa which are formulated in terms of coloring the ordinals
<\kappa by reals.
","[['Brendle', 'Jörg', ''], ['Fuchino', 'Sakaé', '']]",
0704.1885,"Evolution favors protein mutational robustness in sufficiently large
  populations",,BMC Biology 5:29 (2007),10.1186/1741-7007-5-29,,"['q-bio.PE', 'q-bio.BM']",,"  BACKGROUND: An important question is whether evolution favors properties such
as mutational robustness or evolvability that do not directly benefit any
individual, but can influence the course of future evolution. Functionally
similar proteins can differ substantially in their robustness to mutations and
capacity to evolve new functions, but it has remained unclear whether any of
these differences might be due to evolutionary selection for these properties.
  RESULTS: Here we use laboratory experiments to demonstrate that evolution
favors protein mutational robustness if the evolving population is sufficiently
large. We neutrally evolve cytochrome P450 proteins under identical selection
pressures and mutation rates in populations of different sizes, and show that
proteins from the larger and thus more polymorphic population tend towards
higher mutational robustness. Proteins from the larger population also evolve
greater stability, a biophysical property that is known to enhance both
mutational robustness and evolvability. The excess mutational robustness and
stability is well described by existing mathematical theories, and can be
quantitatively related to the way that the proteins occupy their neutral
network.
  CONCLUSIONS: Our work is the first experimental demonstration of the general
tendency of evolution to favor mutational robustness and protein stability in
highly polymorphic populations. We suggest that this phenomenon may contribute
to the mutational robustness and evolvability of viruses and bacteria that
exist in large populations.
","[['Bloom', 'Jesse D.', ''], ['Lu', 'Zhongyi', ''], ['Chen', 'David', ''], ['Raval', 'Alpan', ''], ['Venturelli', 'Ophelia S.', ''], ['Arnold', 'Frances H.', '']]",
0704.1886,An algebraic generalization of Kripke structures,39 pages,Math. Proc. Cambridge Philos. Soc. 145 (2008) 549-577,10.1017/S0305004108001667,,"['math.LO', 'cs.LO', 'math.RA']",,"  The Kripke semantics of classical propositional normal modal logic is made
algebraic via an embedding of Kripke structures into the larger class of
pointed stably supported quantales. This algebraic semantics subsumes the
traditional algebraic semantics based on lattices with unary operators, and it
suggests natural interpretations of modal logic, of possible interest in the
applications, in structures that arise in geometry and analysis, such as
foliated manifolds and operator algebras, via topological groupoids and inverse
semigroups. We study completeness properties of the quantale based semantics
for the systems K, T, K4, S4, and S5, in particular obtaining an axiomatization
for S5 which does not use negation or the modal necessity operator. As
additional examples we describe intuitionistic propositional modal logic, the
logic of programs PDL, and the ramified temporal logic CTL.
","[['Marcelino', 'Sérgio', ''], ['Resende', 'Pedro', '']]",39.0
